 -1.000000 -1.000000 0.000000 1
 1.000000 -1.000000 0.000000 2
 1.000000 1.000000 0.000000 3
 -1.000000 1.000000 0.000000 4
 -0.800000 -1.000000 0.000000 5
 -0.600000 -1.000000 0.000000 6
 -0.400000 -1.000000 0.000000 7
 -0.200000 -1.000000 0.000000 8
 -0.000000 -1.000000 0.000000 9
 0.200000 -1.000000 0.000000 10
 0.400000 -1.000000 0.000000 11
 0.600000 -1.000000 0.000000 12
 0.800000 -1.000000 0.000000 13
 1.000000 -0.800000 0.000000 14
 1.000000 -0.600000 0.000000 15
 1.000000 -0.400000 0.000000 16
 1.000000 -0.200000 0.000000 17
 1.000000 -0.000000 0.000000 18
 1.000000 0.200000 0.000000 19
 1.000000 0.400000 0.000000 20
 1.000000 0.600000 0.000000 21
 1.000000 0.800000 0.000000 22
 0.800000 1.000000 0.000000 23
 0.600000 1.000000 0.000000 24
 0.400000 1.000000 0.000000 25
 0.200000 1.000000 0.000000 26
 0.000000 1.000000 0.000000 27
 -0.200000 1.000000 0.000000 28
 -0.400000 1.000000 0.000000 29
 -0.600000 1.000000 0.000000 30
 -0.800000 1.000000 0.000000 31
 -1.000000 0.800000 0.000000 32
 -1.000000 0.600000 0.000000 33
 -1.000000 0.400000 0.000000 34
 -1.000000 0.200000 0.000000 35
 -1.000000 0.000000 0.000000 36
 -1.000000 -0.200000 0.000000 37
 -1.000000 -0.400000 0.000000 38
 -1.000000 -0.600000 0.000000 39
 -1.000000 -0.800000 0.000000 40
 -0.800000 0.800000 0.000000 41
 -0.600000 0.800000 0.000000 42
 -0.400000 0.800000 0.000000 43
 -0.200000 0.800000 0.000000 44
 0.000000 0.800000 0.000000 45
 0.200000 0.800000 0.000000 46
 0.400000 0.800000 0.000000 47
 0.600000 0.800000 0.000000 48
 0.800000 0.800000 0.000000 49
 -0.800000 0.600000 0.000000 50
 -0.600000 0.600000 0.000000 51
 -0.400000 0.600000 0.000000 52
 -0.200000 0.600000 0.000000 53
 0.000000 0.600000 0.000000 54
 0.200000 0.600000 0.000000 55
 0.400000 0.600000 0.000000 56
 0.600000 0.600000 0.000000 57
 0.800000 0.600000 0.000000 58
 -0.800000 0.400000 0.000000 59
 -0.600000 0.400000 0.000000 60
 -0.400000 0.400000 0.000000 61
 -0.200000 0.400000 0.000000 62
 0.000000 0.400000 0.000000 63
 0.200000 0.400000 0.000000 64
 0.400000 0.400000 0.000000 65
 0.600000 0.400000 0.000000 66
 0.800000 0.400000 0.000000 67
 -0.800000 0.200000 0.000000 68
 -0.600000 0.200000 0.000000 69
 -0.400000 0.200000 0.000000 70
 -0.200000 0.200000 0.000000 71
 0.000000 0.200000 0.000000 72
 0.200000 0.200000 0.000000 73
 0.400000 0.200000 0.000000 74
 0.600000 0.200000 0.000000 75
 0.800000 0.200000 0.000000 76
 -0.800000 0.000000 0.000000 77
 -0.600000 0.000000 0.000000 78
 -0.400000 0.000000 0.000000 79
 -0.200000 0.000000 0.000000 80
 0.000000 0.000000 0.000000 81
 0.200000 -0.000000 0.000000 82
 0.400000 -0.000000 0.000000 83
 0.600000 -0.000000 0.000000 84
 0.800000 -0.000000 0.000000 85
 -0.800000 -0.200000 0.000000 86
 -0.600000 -0.200000 0.000000 87
 -0.400000 -0.200000 0.000000 88
 -0.200000 -0.200000 0.000000 89
 -0.000000 -0.200000 0.000000 90
 0.200000 -0.200000 0.000000 91
 0.400000 -0.200000 0.000000 92
 0.600000 -0.200000 0.000000 93
 0.800000 -0.200000 0.000000 94
 -0.800000 -0.400000 0.000000 95
 -0.600000 -0.400000 0.000000 96
 -0.400000 -0.400000 0.000000 97
 -0.200000 -0.400000 0.000000 98
 -0.000000 -0.400000 0.000000 99
 0.200000 -0.400000 0.000000 100
 0.400000 -0.400000 0.000000 101
 0.600000 -0.400000 0.000000 102
 0.800000 -0.400000 0.000000 103
 -0.800000 -0.600000 0.000000 104
 -0.600000 -0.600000 0.000000 105
 -0.400000 -0.600000 0.000000 106
 -0.200000 -0.600000 0.000000 107
 -0.000000 -0.600000 0.000000 108
 0.200000 -0.600000 0.000000 109
 0.400000 -0.600000 0.000000 110
 0.600000 -0.600000 0.000000 111
 0.800000 -0.600000 0.000000 112
 -0.800000 -0.800000 0.000000 113
 -0.600000 -0.800000 0.000000 114
 -0.400000 -0.800000 0.000000 115
 -0.200000 -0.800000 0.000000 116
 -0.000000 -0.800000 0.000000 117
 0.200000 -0.800000 0.000000 118
 0.400000 -0.800000 0.000000 119
 0.600000 -0.800000 0.000000 120
 0.800000 -0.800000 0.000000 121
